Name	1: Id:1 Vel_NC (kp:50 Tn:5)
Record-Number	1
Axis-ID	1
Min Frequency [Hz]	1
Max Frequency [Hz]	247.5
Frequency Steps	100
Mode	Velocity NC (without oversampling)
Position Monitoring Window [mm]	50
Velocity Amplitude Scaling Mode	1/ 10 at 1000Hz
Velocity Base Amplitude [mm/s]	10
Velocity Signal Amplitude [mm/s]	20
Integral Time [s]	5
Proportional Gain	50
Check Drive Limitations	True
Dead Time [s]	0.008
Cycle Time [ms]	2
Oversampling	x1
Frequency	Process-Gain	Process-Phase	Open-Loop-Gain	Open-Loop-Phase	Close-Loop-Gain	Close-Loop-Phase
64.453125	-49.392270982869995	-112.63773420136351	-12.491303449805979	-138.00947342731149	-10.963860807591409	-127.09531247516067
66.40625	-49.153747919370346	-117.66961342911546	-12.662215845997961	-140.46984471525872	-11.082922922842171	-130.2351186225188
68.359375	-48.925052719496911	-123.15068828621153	-12.800940757931459	-142.97989329874594	-11.168561475991517	-133.39945436393086
70.3125	-48.879550298741179	-129.23864456683447	-13.007010027812631	-145.46499979587637	-11.34162206682149	-136.6285395405371
72.265625	-48.818085503565619	-135.42637792374148	-13.139672014024526	-147.973412835649	-11.432640716668361	-139.79823404616454
75.1953125	-48.9993723572793	-144.94518104088647	-13.383145810238741	-151.70078512701363	-11.635245248702674	-144.56681641809124
77.1484375	-49.289147175576645	-151.22076541986215	-13.568579096579672	-154.23356074136413	-11.805223865901109	-147.82203334057112
80.078125	-49.830453388579869	-159.6714841733469	-13.811277637919437	-157.84924398821428	-12.032043186076836	-152.43472184086261
82.03125	-50.226325581385353	-164.87640796269048	-13.94368189868494	-160.31882080268275	-12.1532185997185	-155.55103170332592
84.9609375	-50.91936308686499	-171.87672911863359	-14.156090881824799	-164.08252445197974	-12.361311029960207	-160.29352680532597
86.9140625	-51.418007388111604	-175.94957893791053	-14.30563212914838	-166.59821205944289	-12.5164504653939	-163.45342759982768
89.84375	-52.152599017840259	-181.18081178910185	-14.519883070842649	-170.30551978772814	-12.746913116151241	-168.08111526213662
92.7734375	-52.819797928914461	-185.6823134603878	-14.697735496285361	-174.03534515961491	-12.943193664250792	-172.69356733614833
95.703125	-53.491508684472564	-189.59810375278042	-14.909847866157849	-177.88036225144242	-13.1910660393756	-177.41625962625164
98.6328125	-54.060523409472154	-193.00459659638079	-15.080303489440947	-181.68433058594175	-13.397803602835168	-182.044475644927
101.5625	-54.574725137435053	-196.0982401851179	-15.250536303707978	-185.57199235615968	-13.613391140812015	-186.73260122219392
105.46875	-55.152570586126814	-200.01561289785175	-15.459059600619797	-190.97196264028972	-13.893070660907966	-193.17529615985194
108.3984375	-55.512583287695833	-202.67120673246541	-15.614940310572752	-194.97037529838309	-14.111264385706095	-197.88715977143525
111.328125	-55.785749902115086	-205.3544671383961	-15.741734734201033	-199.08334238739843	-14.303332314808516	-202.69507783015493
115.234375	-56.049934163204966	-208.96428394747156	-15.899943016417794	-204.65953286811984	-14.558651755859779	-209.13669420918814
119.140625	-56.2172521994426	-212.82321840915134	-16.058877233930481	-210.42435419343019	-14.828539175580506	-215.69425175891382
122.0703125	-56.28199211226071	-215.87926353278129	-16.178311436075582	-214.77712221110284	-15.037799824127484	-220.57330710626471
125.9765625	-56.263535932040362	-220.63998239045577	-16.305741800982222	-220.97078314508576	-15.294947592311381	-227.4420157589883
129.8828125	-56.192550831431731	-225.81019409498086	-16.451864598539746	-227.09551865946608	-15.578249082260614	-234.09543069785815
133.7890625	-56.064496096601353	-231.83820439978425	-16.590567993200938	-233.44887691263619	-15.862013254064403	-240.88133354583695
138.671875	-55.87177714638333	-240.78048612429723	-16.753372112183506	-241.71826938262015	-16.214991237364003	-249.54385611954143
142.578125	-55.787069257040656	-249.16494206860841	-16.91232165237863	-248.62722971059139	-16.532980938254923	-256.60597655393872
147.4609375	-55.823092343319516	-260.74542530160426	-17.119626286349177	-257.40136257064819	-16.936149278614128	-265.38381081988575
151.3671875	-56.042876295503234	-270.66796265396709	-17.314970727619524	-264.66764227376149	-17.285501960608737	-272.48957076692875
